Mensagem,Bateria,Tag,Serial,Familia
20/11/2019 18:12:10,89,5041155,COZ3525,Veiculo
28/02/2020 11:39:49,83.1,5040660,JJZ6706,Veiculo
12/08/2019 21:50:44,77.2,5042415,CLU5665,Veiculo
06/02/2020 10:33:53,59.6,5041457,FAT6367,Veiculo
24/08/2019 10:20:46,83.1,5040761,EFO9456,Veiculo
21/04/2020 17:44:16,77.2,5039995,FXB5475,Veiculo
